Warehouse Location,Customer,Ship To Location,Sales Order Number,Salesperson,Customer PO Number,Commodity ID,Style ID,Size ID,Grade ID,Label ID,Region ID,Method ID,Storage ID,Color ID,Order Quantity,Sales Order Date,Ship Date
COBBLESTONE,"F.G. LISTER & CO, LTD.","TORONTO, ONTARIO CANADA",368274,PRESCOTT LEYBA,,NAVEL,CTN,048,FANCY,,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,270,2024-10-29,2024-10-30
COBBLESTONE,"F.G. LISTER & CO, LTD.","TORONTO, ONTARIO CANADA",368274,PRESCOTT LEYBA,,NAVEL,CTN,056,FANCY,,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,0,2024-10-29,2024-10-30
COBBLESTONE,"F.G. LISTER & CO, LTD.","TORONTO, ONTARIO CANADA",368274,PRESCOTT LEYBA,,NAVEL,CTN,072,FANCY,,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,162,2024-10-29,2024-10-30
COBBLESTONE,FARMS CO II USA,KINGS RIVER PACKING,367567,JOEL YEARY,103501/50604,MANDARIN,GIRO 6-5#,04B,FANCY,FRUIT STAND,CHILE,ORIG CTN,COBBLESTONE,CHEP,1200,2024-10-22,2024-10-30
COBBLESTONE,FARMS CO II USA,KINGS RIVER PACKING,367588,JOEL YEARY,103504/50607,MANDARIN,GIRO 6-5#,04B,FANCY,FRUIT STAND,CHILE,ORIG CTN,COBBLESTONE,CHEP,600,2024-10-22,2024-10-30
COBBLESTONE,FARMS CO II USA,KINGS RIVER PACKING,367595,JOEL YEARY,103511/50614,MANDARIN,GIRO 6-5#,04B,FANCY,FRUIT STAND,CHILE,ORIG CTN,COBBLESTONE,CHEP,1200,2024-10-22,2024-10-31
COBBLESTONE,FRESH TASTE PRODUCE LTD CANADA,"TORONTO, ONTARIO",368408,DUNCAN MARRIOTT,215279,NAVEL,CTN,113,CHOICE,NO STICKER,USA,SCTN C NAV KRP,COBBLESTONE,CHEP,1080,2024-10-30,2024-10-31
COBBLESTONE,H.E. BUTT GROCERY CO.,"TEMPLE, TX",368174,ALEX MARRIOTT,OFX51X427378,NAVEL,CTN,072,FANCY,,USA,RPC 6419,COBBLESTONE,CHEP,180,2024-10-28,2024-10-31
COBBLESTONE,H.E. BUTT GROCERY CO.,"TEMPLE, TX",368174,ALEX MARRIOTT,OFX51X427378,NAVEL,CTN,113,FANCY,,USA,RPC 6419,COBBLESTONE,CHEP,135,2024-10-28,2024-10-31
COBBLESTONE,H.E. BUTT GROCERY CO.,"TEMPLE, TX",368174,ALEX MARRIOTT,OFX51X427378,NAVEL,GIRO 10-4#,113,CHOICE,,USA,RPC 6423,COBBLESTONE,CHEP,200,2024-10-28,2024-10-31
COBBLESTONE,"INTERNATIONAL PRODUCE GROUP, LLC","BUSAN, KOREA",367667,JIM LAMB,116509,GRAPEFRUIT,CTN,048,EXP FANCY,,USA,SCTN GRPF KRP,COBBLESTONE,EXPORT,378,2024-10-23,2024-10-30
COBBLESTONE,"INTERNATIONAL PRODUCE GROUP, LLC","BUSAN, KOREA",367667,JIM LAMB,116509,GRAPEFRUIT,CTN,048,EXP CHOICE,,USA,SCTN GRPF KRP,COBBLESTONE,EXPORT,63,2024-10-23,2024-10-30
COBBLESTONE,"INTERNATIONAL PRODUCE GROUP, LLC","BUSAN, KOREA",367667,JIM LAMB,116509,GRAPEFRUIT,CTN,056,EXP FANCY,,USA,SCTN GRPF KRP,COBBLESTONE,EXPORT,693,2024-10-23,2024-10-30
COBBLESTONE,"KINGS RIVER PACKING, LP",COBBLESTONE,366792,KINGS RIVER PACKING,PRESCOTT SAMPLE,MANDARIN,GIRO 6-5#,005,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,REGULAR,2,2024-10-09,2024-10-30
COBBLESTONE,"KINGS RIVER PACKING, LP",COBBLESTONE,368370,KINGS RIVER PACKING,WINCO SAMPLE,MANDARIN,GIRO 10-2#,032,FANCY,,USA,5 1/4 KRAFT,COBBLESTONE,REGULAR,1,2024-10-29,2024-10-30
COBBLESTONE,"KINGS RIVER PACKING, LP",COBBLESTONE,368370,KINGS RIVER PACKING,WINCO SAMPLE,NAVEL,CTN,048,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,1,2024-10-29,2024-10-30
COBBLESTONE,"KINGS RIVER PACKING, LP",COBBLESTONE,368370,KINGS RIVER PACKING,WINCO SAMPLE,NAVEL,CTN,056,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,1,2024-10-29,2024-10-30
COBBLESTONE,"KINGS RIVER PACKING, LP",COBBLESTONE,368370,KINGS RIVER PACKING,WINCO SAMPLE,NAVEL,GIRO 10-4#,088,FANCY,,USA,BAGMAS MED,COBBLESTONE,REGULAR,1,2024-10-29,2024-10-30
COBBLESTONE,"KINGS RIVER PACKING, LP",JIREH ORANGE CO,368350,KINGS RIVER PACKING,367220,GRAPEFRUIT,CTN,036,FANCY,,USA,SCTN GRPF KRP,COBBLESTONE,CHEP,54,2024-10-29,2024-10-30
COBBLESTONE,"KINGS RIVER PACKING, LP",JIREH ORANGE CO,368350,KINGS RIVER PACKING,367220,GRAPEFRUIT,GIRO 8-5#,056,CHOICE,,USA,BAGMAS MED,COBBLESTONE,CHEP,108,2024-10-29,2024-10-30
COBBLESTONE,"KINGS RIVER PACKING, LP",MARKETING,368252,KINGS RIVER PACKING,SAMPLE- INDRIO,GRAPEFRUIT,CTN,040,FANCY,,USA,CTN,COBBLESTONE,,1,2024-10-29,2024-10-30
COBBLESTONE,"KINGS RIVER PACKING, LP",MARKETING,368252,KINGS RIVER PACKING,SAMPLE- INDRIO,MANDARIN,25# CTN,001,FANCY,POPPIES,USA,HBSH MAND POPI,COBBLESTONE,,1,2024-10-29,2024-10-30
COBBLESTONE,"KINGS RIVER PACKING, LP",MARKETING,368252,KINGS RIVER PACKING,SAMPLE- INDRIO,NAVEL,CTN,072,FANCY,,USA,CTN,COBBLESTONE,,1,2024-10-29,2024-10-30
COBBLESTONE,KROGER,"COLUMBUS- DELAWARE,OH",368146,PRESCOTT LEYBA,16857741,LEMON,CTN,075,FANCY,,USA,RPC 6419,COBBLESTONE,CHEP,240,2024-10-28,2024-10-30
COBBLESTONE,KROGER,"COLUMBUS- DELAWARE,OH",368146,PRESCOTT LEYBA,16857741,LEMON,FOX 18-2#,165,FANCY,KROGER,USA,RPC 6423,COBBLESTONE,CHEP,105,2024-10-28,2024-10-30
COBBLESTONE,KROGER,"FORT GILLEM - FOREST PARK, GA",368014,PRESCOTT LEYBA,11894998,LEMON,CTN,115,FANCY,,USA,RPC 6419,COBBLESTONE,CHEP,120,2024-10-25,2024-10-30
COBBLESTONE,KROGER,"FORT GILLEM - FOREST PARK, GA",368014,PRESCOTT LEYBA,11894998,LEMON,FOX 18-2#,095,FANCY,KROGER,CHILE,RPC 6423,COBBLESTONE,CHEP,105,2024-10-25,2024-10-30
COBBLESTONE,KROGER,"FORT GILLEM - FOREST PARK, GA",368014,PRESCOTT LEYBA,11894998,LEMON,FOX 18-2#,095,FANCY,KROGER,USA,RPC 6423,COBBLESTONE,CHEP,23,2024-10-25,2024-10-30
COBBLESTONE,KROGER,"FORT GILLEM - FOREST PARK, GA",368144,PRESCOTT LEYBA,11896005,LEMON,CTN,115,FANCY,,USA,RPC 6419,COBBLESTONE,CHEP,200,2024-10-28,2024-10-31
COBBLESTONE,KROGER,"FORT GILLEM - FOREST PARK, GA",368144,PRESCOTT LEYBA,11896005,LEMON,FOX 18-2#,095,FANCY,KROGER,USA,RPC 6423,COBBLESTONE,CHEP,192,2024-10-28,2024-10-31
COBBLESTONE,KROGER,"MEMPHIS, TN",368002,PRESCOTT LEYBA,23815567,LEMON,CTN,115,FANCY,,USA,RPC 6419,COBBLESTONE,CHEP,80,2024-10-25,2024-10-30
COBBLESTONE,KROGER,"MEMPHIS, TN",368002,PRESCOTT LEYBA,23815567,LEMON,FOX 18-2#,095,FANCY,KROGER,CHILE,RPC 6423,COBBLESTONE,CHEP,175,2024-10-25,2024-10-30
COBBLESTONE,KROGER,"RIVERSIDE, CA",367764,PRESCOTT LEYBA,10810460,LEMON,CTN,115,FANCY,,USA,RPC 6419,COBBLESTONE,CHEP,360,2024-10-23,2024-10-30
COBBLESTONE,KROGER,"RIVERSIDE, CA",367764,PRESCOTT LEYBA,10810460,LEMON,FOX 18-2#,165,FANCY,KROGER,ARGENTINA,RPC 6423,COBBLESTONE,CHEP,15,2024-10-23,2024-10-30
COBBLESTONE,KROGER,"RIVERSIDE, CA",367764,PRESCOTT LEYBA,10810460,LEMON,FOX 18-2#,165,FANCY,KROGER,CHILE,RPC 6423,COBBLESTONE,CHEP,52,2024-10-23,2024-10-30
COBBLESTONE,KROGER,"RIVERSIDE, CA",367764,PRESCOTT LEYBA,10810460,LEMON,FOX 18-2#,165,FANCY,KROGER,MEXICO,RPC 6423,OSP,CHEP,36,2024-10-23,2024-10-30
COBBLESTONE,KROGER,"RIVERSIDE, CA",367764,PRESCOTT LEYBA,10810460,LEMON,FOX 18-2#,165,FANCY,KROGER,USA,RPC 6423,OSP,CHEP,14,2024-10-23,2024-10-30
COBBLESTONE,KROGER,"RIVERSIDE, CA",367764,PRESCOTT LEYBA,10810460,LEMON,FOX 18-2#,165,FANCY,KROGER,USA,RPC 6423,COBBLESTONE,CHEP,43,2024-10-23,2024-10-30
COBBLESTONE,KROGER,"RIVERSIDE, CA",367764,PRESCOTT LEYBA,10810460,PUMMELO,CTN,010,FANCY,,USA,CTN,COBBLESTONE,CHEP,54,2024-10-23,2024-10-30
COBBLESTONE,"LIBERTY FRUIT CO., INC.","KANSAS CITY, KS",368179,ALEX MARRIOTT,00192122,MANDARIN,GIRO 10-3#,003,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,REGULAR,120,2024-10-28,2024-10-30
COBBLESTONE,"LIBERTY FRUIT CO., INC.","KANSAS CITY, KS",368179,ALEX MARRIOTT,00192122,NAVEL,CTN,072,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,27,2024-10-28,2024-10-30
COBBLESTONE,"LIBERTY FRUIT CO., INC.","KANSAS CITY, KS",368179,ALEX MARRIOTT,00192122,NAVEL,CTN,088,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,216,2024-10-28,2024-10-30
COBBLESTONE,"LIBERTY FRUIT CO., INC.","KANSAS CITY, KS",368179,ALEX MARRIOTT,00192122,NAVEL,CTN,088,CHOICE,,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,54,2024-10-28,2024-10-30
COBBLESTONE,"LIBERTY FRUIT CO., INC.","KANSAS CITY, KS",368179,ALEX MARRIOTT,00192122,NAVEL,CTN,113,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,27,2024-10-28,2024-10-30
COBBLESTONE,"LIBERTY FRUIT CO., INC.","KANSAS CITY, KS",368179,ALEX MARRIOTT,00192122,NAVEL,CTN,113,CHOICE,,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,54,2024-10-28,2024-10-30
COBBLESTONE,"LIBERTY FRUIT CO., INC.","KANSAS CITY, KS",368179,ALEX MARRIOTT,00192122,NAVEL,CTN,138,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,108,2024-10-28,2024-10-30
COBBLESTONE,"LIBERTY FRUIT CO., INC.","KANSAS CITY, KS",368179,ALEX MARRIOTT,00192122,NAVEL,GIRO 10-4#,113,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,21,2024-10-28,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","ALBUQUERQUE, NM",368294,SETH NORDELL,U104420P03,LEMON,CTN,115,CHOICE,ESS,USA,SCTN C CT ESS,COBBLESTONE,REGULAR,0,2024-10-28,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","ALBUQUERQUE, NM",368294,SETH NORDELL,U104420P03,LEMON,CTN,140,CHOICE,ESS,USA,CTN,COBBLESTONE,REGULAR,0,2024-10-28,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","ALBUQUERQUE, NM",368294,SETH NORDELL,U104420P03,LEMON,CTN,165,CHOICE,ESS,USA,CTN,COBBLESTONE,REGULAR,0,2024-10-28,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","ALBUQUERQUE, NM",368294,SETH NORDELL,U104420P03,NAVEL,CTN,113,CHOICE,ESS,USA,SCTN C CT ESS,COBBLESTONE,REGULAR,0,2024-10-28,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","BRIGHTON, MI",368289,SETH NORDELL,U104900P09,LEMON,10# CARTON,140,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,90,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","CONCORD, NC",368288,SETH NORDELL,U105020P12,LEMON,10# CARTON,140,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,12,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","CONCORD, NC",368288,SETH NORDELL,U105020P12,NAVEL,CTN,113,FANCY,MFC,USA,CTN,COBBLESTONE,REGULAR,9,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","COPPELL, TX",368291,SETH NORDELL,U104840P07,NAVEL,CTN,113,CHOICE,ESS,USA,SCTN C CT ESS,COBBLESTONE,REGULAR,27,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","COPPELL, TX",368291,SETH NORDELL,U104840P07,NAVEL,CTN,138,CHOICE,ESS,USA,SCTN C CT ESS,COBBLESTONE,REGULAR,18,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","COPPELL, TX",368291,SETH NORDELL,U104840P07,NAVEL,10# CARTON,088,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,17,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","DELTA, BC",368218,SETH NORDELL,U103590P01,LEMON,10# CARTON,115,CHOICE,ESS,USA,CPK C CT ESS,COBBLESTONE,REGULAR,30,2024-10-28,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","DELTA, BC",368403,SETH NORDELL,U106910P03,LEMON,10# CARTON,115,CHOICE,ESS,USA,CPK C CT ESS,COBBLESTONE,REGULAR,30,2024-10-29,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","EDMONTON, AB",368140,SETH NORDELL,U102800P03,LEMON,10# CARTON,140,CHOICE,ESS,USA,CPK C CT ESS,COBBLESTONE,REGULAR,10,2024-10-28,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","EDMONTON, AB",368404,SETH NORDELL,U106840P02,LEMON,10# CARTON,140,CHOICE,ESS,USA,CPK C CT ESS,COBBLESTONE,REGULAR,15,2024-10-29,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.",HOUSTON TX,368290,SETH NORDELL,U104850P07,NAVEL,CTN,088,CHOICE,ESS,USA,SCTN C CT ESS,COBBLESTONE,REGULAR,18,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.",HOUSTON TX,368290,SETH NORDELL,U104850P07,NAVEL,CTN,113,CHOICE,ESS,USA,SCTN C CT ESS,COBBLESTONE,REGULAR,18,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.",HOUSTON TX,368290,SETH NORDELL,U104850P07,NAVEL,10# CARTON,088,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,17,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","IMPERIAL, PA",368106,SETH NORDELL,U100700P07,LEMON,10# CARTON,140,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,17,2024-10-28,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","IMPERIAL, PA",368176,SETH NORDELL,U101830P01,MANDARIN,15.5KG,003,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,REGULAR,90,2024-10-28,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","IMPERIAL, PA",368176,SETH NORDELL,U101830P01,NAVEL,5# CARTON,088,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,30,2024-10-28,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","IMPERIAL, PA",368413,SETH NORDELL,U107420P03,LEMON,10# CARTON,140,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,34,2024-10-30,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","IMPERIAL, PA",368414,SETH NORDELL,U107410P01,MANDARIN,15.5KG,003,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,REGULAR,30,2024-10-30,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","IMPERIAL, PA",368414,SETH NORDELL,U107410P01,NAVEL,CTN,072,FANCY,MFC,USA,CTN,COBBLESTONE,REGULAR,18,2024-10-30,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","IMPERIAL, PA",368414,SETH NORDELL,U107410P01,NAVEL,CTN,088,FANCY,MFC,USA,CTN,COBBLESTONE,REGULAR,54,2024-10-30,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","IMPERIAL, PA",368414,SETH NORDELL,U107410P01,NAVEL,5# CARTON,088,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,30,2024-10-30,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","KENOSHA, WI",368181,SETH NORDELL,U101840P01,MANDARIN,15.5KG,003,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,REGULAR,100,2024-10-28,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","KENOSHA, WI",368292,SETH NORDELL,U104780P13,LEMON,10# CARTON,140,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,51,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","LITHIA SPRINGS, GA",368286,SETH NORDELL,U105560P11,NAVEL,CTN,088,FANCY,MFC,USA,CTN,COBBLESTONE,REGULAR,9,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","LITHIA SPRINGS, GA",368286,SETH NORDELL,U105560P11,NAVEL,CTN,113,FANCY,MFC,USA,CTN,COBBLESTONE,REGULAR,9,2024-10-29,2024-10-30
COBBLESTONE,"MARKON COOPERATIVE, INC.","LITHIA SPRINGS, GA",368286,SETH NORDELL,U105560P11,NAVEL,CTN,138,FANCY,MFC,USA,CTN,COBBLESTONE,REGULAR,12,2024-10-29,2024-10-30
